Rank,Title,URL,Score,Regions,Release_date,Actors
12,杀人回忆,https://movie.douban.com/subject/1300299/,8.9,['韩国'],2003-05-02,"['宋康昊', '金相庆', '金雷夏', '宋在浩', '边希峰', '高瑞熙', '柳泰浩', '朴努植', '朴海日', '全美善', '徐永嬅', '崔钟律', '刘承睦', '申贤宗', '李在应', '郑仁仙', '吴龙', '朴真宇', '朴泰京', '沈成宝', '朴镇宇', '廉惠兰', '李东勇', '赵德济', '申文成', '孙康国', '李大贤', '李玉珠', '刘仁秀', '千明宰', '郭秀贞', '曹文义', '朴贤英', '申贤胜', '權炳吉', '金周灵', '金荷景', '金熙珍', '崔铉基', '李江山', '孙镇浩', '白奉基', '刘琴', '禹高娜', '申云燮', '金景来', '李勋京', '李多一', '金景来', '崔交植']"
13,勇敢的心,https://movie.douban.com/subject/1294639/,8.9,['美国'],1995-05-18,"['梅尔·吉布森', '苏菲·玛索', '布莱恩·考克斯', '詹姆斯·科兹莫', '辛·劳洛', '凯瑟琳·麦克马克', '安古斯·麦克菲登', '布莱丹·格里森', '詹姆斯·霍纳', '彼得·穆兰', '汤米·弗拉纳根', '艾伦·阿姆斯特朗', '大卫·奥哈拉', '帕特里克·麦高汉', '伊安·邦纳', '梅丽·卡尔维', '史蒂芬·比灵顿', '迈克尔·伯恩', '亚力克斯·诺顿', '杰拉德·迈克索利', '詹姆斯·鲁宾逊', '辛·麦金利', 'Donal Gibson', '戴维·甘特', '鲁珀特·范西塔特']"
14,攻壳机动队,https://movie.douban.com/subject/1291936/,9.1,['日本'],1995-11-18,"['田中敦子', '大塚明夫', '山寺宏一', '大木民夫', '家弓家正', '玄田哲章', '山内雅人', '小川真司', '山路和弘', '宫本充', '后藤敦', '松山鹰志', '小高三良', '佐藤政道', 'Lia Sargent', '布莱恩·克兰斯顿']"
15,功夫,https://movie.douban.com/subject/1291543/,8.8,"['中国大陆', '中国香港']",2004-12-23,"['周星驰', '元秋', '元华', '黄圣依', '梁小龙', '陈国坤', '田启文', '林子聪', '林雪', '冯克安', '释彦能', '冯小刚', '袁祥仁', '张一白', '赵志凌', '董志华', '何文辉', '陈凯师', '贾康熙', '林子善', '任珈锐', '王仕颖', '冯勉恒', '范湉湉', '杨能', '黄锐民', '姜瑰瑾', '丁小龙', '张明明', '阮昊天', '钱升玮', '林志泰', '程守一', '沈悦', '朱剑峰']"
16,阿凡达,https://movie.douban.com/subject/1652587/,8.8,['美国'],2010-01-04,"['萨姆·沃辛顿', '佐伊·索尔达娜', '西格妮·韦弗', '史蒂芬·朗', '米歇尔·罗德里格兹', '吉奥瓦尼·瑞比西', '乔·大卫·摩尔 ', '希·庞德', '韦斯·斯塔迪', '拉兹·阿隆索', '迪利普·劳', '马特·杰拉德', '肖恩·安东尼·莫兰', '杰森·怀特', '斯科特·劳伦斯', '凯利·基尔戈', '詹姆斯·皮特', '肖恩·帕特里克·墨菲', '彼得·狄龙', '凯文·多曼', '凯尔森·亨德森', '大卫·范·霍恩', '雅克布·托毛里', 'Julene Renee', '卢克·霍克', '伍迪·舒尔茨', '彼得·门萨', '伊拉姆·崔', '黛布拉·威尔逊', 'Chris Mala', '马修张伯伦', '詹姆斯·盖林', '拉斯科·阿特金斯', 'Jørn Benzon', '罗文·贝特杰曼', 'Robert Catto', '罗德尼·库克', 'Nicole Dionne', '安东尼·英格鲁伯', '蒂姆·卡诺', '卡米尔·基南', '迪恩·诺斯利', 'Emma Law', '季冠霖', '詹姆斯·霍纳', '泰瑞·诺塔里', '陆建艺', '丹尼尔·沃特森', '布拉德·雅各布维茨']"
17,加勒比海盗,https://movie.douban.com/subject/1298070/,8.8,['美国'],2003-11-21,"['约翰尼·德普', '杰弗里·拉什', '奥兰多·布鲁姆', '凯拉·奈特莉', '杰克·达文波特', '乔纳森·普雷斯', '李·阿伦伯格', '大卫·拜利', '马丁·科勒巴', '乔迪·卡巴勒罗', '劳伦·马赫', '安格斯·巴尼特', '露欣达·戴泽克', '陆建艺', 'Giles New', '小伊萨克·C.辛格尔顿', '麦肯锡·克鲁克', 'Christian Martin', '凯文·麦克纳利', '瓦妮莎·布兰奇', '内杰·亚当森', '戴兰·史密斯', '盖伊·西纳', '达米恩·奥哈尔', 'David Patykewich', '保罗·基斯', '罗比·基', '卢克·德·沃夫松', '佐伊·索尔达娜', '乔·格里萨菲', '格雷格·埃利斯', '特雷瓦·埃迪内', '特雷沃·格德达德', '杰拉德·J·雷耶斯']"
18,纵横四海,https://movie.douban.com/subject/1295409/,8.8,['中国香港'],1991-02-02,"['周润发', '张国荣', '钟楚红', '朱江', '曾江', '胡枫', '唐宁', '邓一君', '唐家辉', '何锦满', '韩俊', '冯雪瑞', '胡大为', '蔡国强']"
19,被解救的姜戈,https://movie.douban.com/subject/6307447/,8.8,['美国'],2013-05-12,"['杰米·福克斯', '莱昂纳多·迪卡普里奥', '克里斯托弗·瓦尔兹', '塞缪尔·杰克逊', '凯丽·华盛顿', '沃尔顿·戈金斯', '丹尼斯·克里斯托弗', '乔纳·希尔', '詹姆斯·瑞马尔', '爱波·塔布琳', '弗兰科·内罗', '罗伯特·卡拉丁', '佐伊·贝尔', '昆汀·塔伦蒂诺', '布鲁斯·邓恩', '基思·卡拉丹', '唐·约翰逊', 'J·D·埃弗摩尔', '拉斯·坦布林', '劳拉·凯洛蒂', '詹姆斯·拉索', '奥托·艾森度', '瑞克斯·林恩', '迈克·康纳·盖尼', '耐德·巴拉米', '克里斯托弗·贝瑞', '唐·司徒奥德', '汤姆·沃帕特', '妮可·加利西亚', '丹妮尔·沃茨', '库珀·哈克卡比', '凯瑞·西蒙斯', '乔恩·阿兹', '蒂莫西·皮克勒斯', '爱德华·J·克莱尔', '莫尼卡·雷内·安德森', '里奇·J·拉德纳', '克雷格·斯塔克']"
20,进击的巨人 最终季 完结篇 后篇,https://movie.douban.com/subject/36283000/,9.3,['日本'],2023-11-04,"['梶裕贵', '石川由依', '井上麻里奈', '神谷浩史', '细谷佳正', '下野纮', '三上枝织', '谷山纪章', '子安武人', '花江夏树', '佐仓绫音', '沼仓爱美', '朴璐美']"
21,黑客帝国3：矩阵革命,https://movie.douban.com/subject/1302467/,8.8,['美国'],2003-11-05,"['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '贾达·萍克·史密斯', '凯特·宾汉', '玛丽·爱丽丝', '莫妮卡·贝鲁奇', '埃茜·戴维斯', '克里斯托弗·卡比', '罗伯特·马莫内', '罗宾·奈文', '吉娜薇·欧瑞丽', '诺娜·加耶', '纳撒尼尔·利斯', '哈里·列尼斯', '哈罗德·佩里诺', '鲁伯特·雷德', '凯文·迈克尔·理查德森', '大卫·罗伯茨', '布鲁斯·斯宾斯', '吉娜·托瑞斯', '克莱顿·华生', '赫尔穆特·巴凯蒂斯', '邹兆龙', '乔·曼宁', 'Tanveer K. Atwal', '拉黑·休姆', '康奈尔·韦斯特', '伯纳德·怀特', '朗贝尔·维尔森', '安东尼·布兰登·黄', '安东尼·泽比', '克雷格·沃克', '任亚明', '户田惠子', '蕾切尔·布莱克曼']"
22,谍影重重3,https://movie.douban.com/subject/1578507/,8.8,"['美国', '德国', '法国', '英国']",2007-11-15,"['马特·达蒙', '朱丽娅·斯蒂尔斯', '大卫·斯特雷泽恩', '斯科特·格伦', '帕迪·康斯戴恩', '埃德加·拉米雷兹', '阿尔伯特·芬尼', '琼·艾伦', '克里·约翰逊', '丹尼尔·布鲁赫', '乔伊·安沙', '科林·斯廷顿', '丹·弗雷登堡', '露西·莱曼', '劳伦斯·波萨', '凯·马丁', '迈克尔·怀德曼', '马克·莫特拉姆', '杰弗里·李·吉布森', '斯科特·阿金斯', '汤姆·加洛普', '马克·巴泽利', '查尔斯·维恩', '布兰科·托莫维奇', '特雷弗·圣约翰', '弗朗卡·波滕特', '布莱恩·考克斯']"
23,枪火,https://movie.douban.com/subject/1300741/,8.8,['中国香港'],1999-11-19,"['吴镇宇', '任达华', '黄秋生', '吕颂贤', '张耀扬', '林雪', '王天林', '施绮莲', '高雄', '佐滕佳次', '张志平', '邱万城', '黄华和', '肖俊峰', '郑家生', '艾威', '罗永昌', '钱江汉', '陆文卫']"
24,东邪西毒：终极版,https://movie.douban.com/subject/3726072/,8.8,"['中国香港', '中国大陆', '中国台湾']",2009-03-26,"['张国荣', '林青霞', '梁朝伟', '张学友', '张曼玉', '刘嘉玲', '梁家辉', '杨采妮', '白丽', '王家卫', '廖静妮']"
25,终结者2：审判日,https://movie.douban.com/subject/1291844/,8.8,"['美国', '法国']",1991-07-03,"['阿诺·施瓦辛格', '琳达·汉密尔顿', '爱德华·福隆', '罗伯特·帕特里克', '阿尔·伯恩', '乔·莫顿', '埃帕莎·默克森', '卡斯图罗·格雷拉', '丹尼·库克塞', '詹妮特·戈德斯坦恩', '山德·贝克利', '莱思莉·汉密尔顿·格伦', '彼得·舒鲁姆', '唐·雷克', '吉姆·帕尔默', '格温达·迪肯', '科林·帕特里克·林奇', '妮基·考克斯', '德沃恩·尼克森', '阿卜杜勒·萨拉姆·埃尔·拉扎克', '迈克·马斯喀特', '迪恩·诺里斯', '查尔斯·A·坦伯罗', '丹尼·皮尔斯', '马克·克里斯托弗·劳伦斯', '林凡 ', '乔尔·克莱默', '斯科特·肖', '史文-欧尔·托尔森', '小威廉·威谢尔', 'Michael Edwards', 'Don Stanton', 'Dan Stanton', 'Lisa Brinegar', 'Dalton Abbott', 'Bret A. Arnold', 'Martin Deluca', '迈克尔·比恩', '布拉德·雅各布维茨']"
26,超能陆战队,https://movie.douban.com/subject/11026735/,8.7,['美国'],2015-02-28,"['斯科特·安第斯', '瑞恩·波特', '丹尼尔·海尼', 'T·J·米勒', '郑智麟', '小达蒙·韦恩斯', '珍尼希斯·罗德里格兹', '詹姆斯·克伦威尔', '艾伦·图代克', '玛娅·鲁道夫', '亚布拉哈姆·本鲁比', '凯蒂·洛斯', '比利·布什', '丹尼尔·吉尔森', '保罗·布里格斯', 'Dan Howell', '乔西·特立尼达', '菅野美穗', '郝祥海', '斯坦·李', '夏洛特·古列齐', '大卫·肖内西', '查尔斯·阿德勒']"
27,新龙门客栈,https://movie.douban.com/subject/1292287/,8.7,"['中国香港', '中国大陆']",2012-02-24,"['张曼玉', '林青霞', '梁家辉', '甄子丹', '熊欣欣', '刘洵', '任世官', '吴启华', '袁祥仁', '徐锦江', '郑希怡', '王彤川', '王伟顺', '蔡浩', '元彬', '陈志辉', '邢金沙', '施懿', '冯雪瑞', '廖静妮', '魏晶琦', '陶令昌']"
28,疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,8.7,"['澳大利亚', '美国']",2015-05-14,"['汤姆·哈迪', '查理兹·塞隆', '尼古拉斯·霍尔特', '休·基斯-拜恩', '乔什·赫尔曼', '内森·琼斯', '佐伊·克罗维兹', '罗茜·汉丁顿-惠特莉', '丽莉·吉欧', '阿比·丽', '考特尼·伊顿', '安格斯·桑普森', '理查德·卡特', '梅根·盖尔', '肖恩·哈普', '吉纳维芙·艾特肯', '理查德·诺顿', '理查德·诺顿', '黛布拉·迪兹', '约翰·霍华德', '约翰·霍华德']"
29,黑客帝国2：重装上阵,https://movie.douban.com/subject/1304141/,8.7,['美国'],2003-07-18,"['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '莫妮卡·贝鲁奇', '赫尔穆特·巴凯蒂斯', '斯蒂夫·巴什托尼', '克里斯汀·阿努', '丹尼尔·伯哈特', '约瑟芬·白内斯', '安迪·阿尼斯', '贾达·萍克·史密斯', '邹兆龙', '埃茜·戴维斯', '纳许·埃哲顿', '格洛丽亚·福斯特', '大卫·富兰克林', '诺娜·加耶', '小罗伊·琼斯', '大卫·基尔德', '兰德尔·杜克·金', '克里斯托弗·卡比', '纳撒尼尔·利斯', '哈里·列尼斯', '罗伯特·马莫内', '马特·麦科姆', '罗宾·奈文', '大卫·诺', '吉娜薇·欧瑞丽', '苏格拉底·奥图', '哈罗德·佩里诺', '阿德里安·雷梅特', '尼尔·雷梅特', '鲁伯特·雷德', '大卫·罗伯茨', '凯文·斯科特', '尼坎德罗·托马斯', '吉娜·托瑞斯', '史蒂夫·维拉', '克莱顿·华生', '康奈尔·韦斯特', '雷·沃纳尔', '伯纳德·怀特', '朗贝尔·维尔森', '安东尼·布兰登·黄', '安东尼·泽比', '保罗·高特', '户田惠子', '托莉·莫塞特', '史蒂夫·莫里斯', '任亚明']"
30,谍影重重2,https://movie.douban.com/subject/1308767/,8.7,"['美国', '德国']",2004-11-14,"['马特·达蒙', '布莱恩·考克斯', '琼·艾伦', '卡尔·厄本', '弗朗卡·波滕特', '朱丽娅·斯蒂尔斯', '加布里埃尔·曼', '马尔顿·索克斯', '汤姆·加洛普', '约翰·贝德福德·劳埃德', '伊桑·桑德勒', '米歇尔·莫纳汉', '卡瑞尔·罗登', '托马斯·阿拉纳', '奥莎娜·阿金什那', 'Yevgeni Sitokhin', '蒂姆·格里芬', '肖恩·史密斯', '马克西姆·科瓦莱夫斯基', '帕特里克·克劳利', '乔恩·科林·巴克利', '谢恩·辛努特科', 'Claudio Maniscalco', 'Dirk Schoedon', '伊万·舍甫多夫', '丹尼斯·布尔加兹列夫', '尼克·怀尔德', '维克多·埃菲尔', '埃莱娜·卡多纳', '克里斯·库珀']"
31,头号玩家,https://movie.douban.com/subject/4920389/,8.6,['美国'],2018-03-30,"['泰伊·谢里丹', '奥利维亚·库克', '本·门德尔森', '马克·里朗斯', '丽娜·维特', '森崎温', '赵家正', '西蒙·佩吉', 'T·J·米勒', '汉娜·乔恩-卡门', '拉尔夫·伊内森', '苏珊·林奇', '克莱尔·希金斯', '劳伦斯·斯佩尔曼', '佩蒂塔·维克斯', '艾萨克·安德鲁斯', '基特·康纳', '杰登·福拉-奈特', '麦肯娜·格瑞丝', '丹尼尔·祖尔格哈德利', '阿隆索·阿尔瓦雷斯', '汤姆·特纳', '罗娜·莫里森', '露露·威尔逊', '内特·莫汗', '利蒂希娅·赖特', '朱莉娅·尼克森', '阿玛尼·杰克森', '雅各布·贝特兰德', '埃里克·西格蒙德森', '图尔洛夫·科维里', '迈克尔·怀德曼', '罗伯特·吉尔贝托']"
32,釜山行,https://movie.douban.com/subject/25986180/,8.6,['韩国'],2016-05-13,"['孔刘', '郑有美', '马东锡', '金秀安', '金义城', '崔宇植', '安昭熙', '崔奎华', '郑锡勇', '芮秀贞', '朴明申', '张赫镇', '禹都临', '沈恩敬', '白仁权', '南砚友', '郑煐禥', '李珠实', '柳在勋', '车清华', '金在祿', '金周宪', '金旻錫', '金永', 'Han Sung-soo', '董允锡', '朴善厚', '金元镇', '金英徐', '金律豪', '延尚昊', '郑西仁', '金根英', '金锦顺', '李容坤', '朴素贞', '金昌焕', '柳成禄', '金丹菲', '张泰民']"
33,东邪西毒,https://movie.douban.com/subject/1292328/,8.6,"['中国香港', '中国台湾']",1994-09-17,"['张国荣', '林青霞', '梁朝伟', '张学友', '张曼玉', '刘嘉玲', '梁家辉', '杨采妮', '邹兆龙', '萧德虎', '廖静妮', '王祖贤', '白丽', '刘洵']"
34,英雄本色,https://movie.douban.com/subject/1297574/,8.6,['中国香港'],2017-11-17,"['周润发', '狄龙', '张国荣', '朱宝意', '李子雄', '田丰', '吴宇森', '曾江', '成奎安', '徐克', '陈志辉', '林富伟', '吴伟业', '姚燦林', '陶令昌', '杨瑞麟', '杜伟和', '顾嘉辉', '冯雪瑞', '张济平', '廖静妮', '格莱格·斯奈哥夫', '马汉元', '梁柏坚', '麦伟章', '石燕子', '金兴贤', '王侠', '良鸣', '张国梁', '洪新南', '曾醒光', '黄炜溏']"
35,黑鹰坠落,https://movie.douban.com/subject/1291824/,8.7,"['美国', '英国']",2001-12-18,"['乔什·哈奈特', '伊万·麦克格雷格', '汤姆·塞兹摩尔', '金·寇兹', '艾文·布莱纳', '艾瑞克·巴纳', '休·丹西', '威廉·菲克纳', '奥兰多·布鲁姆', '汤姆·哈迪', '詹森·艾萨克', '强尼·斯特朗', '乔治·哈里斯', '艾恩·格拉法德', '马修·马斯登', '尼古拉·科斯特-瓦尔道', '布莱恩·范·霍尔特', '卡迈因·吉欧凡纳佐', '泰·布利尔', '山姆·夏普德', '加布里埃尔·卡塞斯', '朗·埃达德', '汤姆·盖里', '查理·霍夫赫梅尔', '丹尼·霍奇', '泽利科·伊万内克', '格伦·莫肖尔', '杰里米·皮文', '布兰登·萨克斯顿', '理查德·泰森', '恩里克·穆西安诺']"
